A200.AX,AAA.AX,AGVT.AX,ASIA.AX,AUMF.AX,AUST.AX,BBOZ.AX,BBUS.AX,BEAR.AX,BNDS.AX,BNKS.AX,BOND.AX,CETF.AX,CRED.AX,DBBF.AX,DGGF.AX,DHHF.AX,DJRE.AX,DMKT.AX,DRUG.AX,DZZF.AX,EINC.AX,ESTX.AX,ETHI.AX,EX20.AX,F100.AX,FAIR.AX,FUEL.AX,GBND.AX,GDX.AX,GEAR.AX,GLIN.AX,GOVT.AX,HBRD.AX,HEUR.AX,HVST.AX,IEM.AX,IFRA.AX,IGB.AX,IHOO.AX,IHVV.AX,IJH.AX,IJP.AX,IJR.AX,IKO.AX,ILB.AX,ILC.AX,IMPQ.AX,INCM.AX,IOO.AX,IOZ.AX,ISO.AX,IVV.AX,IWLD.AX,IXI.AX,IXJ.AX,IZZ.AX,MNRS.AX,MOAT.AX,MVA.AX,MVB.AX,MVE.AX,MVOL.AX,MVR.AX,MVS.AX,MVW.AX,NDQ.AX,OOO.AX,OZF.AX,OZR.AX,POU.AX,QAG.AX,QAU.AX,QCB.AX,QFN.AX,QLTY.AX,QOZ.AX,QPON.AX,QRE.AX,QUAL.AX,QUS.AX,RARI.AX,RBTZ.AX,RCB.AX,RDV.AX,RENT.AX,RGB.AX,RINC.AX,ROBO.AX,RSM.AX,SFY.AX,SLF.AX,SMLL.AX,SPY.AX,STW.AX,SYI.AX,TECH.AX,UMAX.AX,USD.AX,VACF.AX,VAE.AX,VAF.AX,VAP.AX,VAS.AX,VBLD.AX,VBND.AX,VCF.AX,VDBA.AX,VDCO.AX,VDGR.AX,VDHG.AX,VEFI.AX,VEQ.AX,VESG.AX,VEU.AX,VGAD.AX,VGB.AX,VGE.AX,VGMF.AX,VGS.AX,VHY.AX,VIF.AX,VISM.AX,VLC.AX,VMIN.AX,VSO.AX,VTS.AX,VVLU.AX,WDIV.AX,WDMF.AX,WEMG.AX,WRLD.AX,WXHG.AX,WXOZ.AX,YANK.AX,YMAX.AX,ZUSD.AX,ZYAU.AX,ZYUS.AX
-0.091094597,0.000399313,0.010569572,-0.039999995,-0.038746165,-0.017402897,0.13479855,0.079591808,0.136397845,0.006432068,-0.015837142,0.012903252,-0.002227124,-0.005649727,0,0,0.044212684,0.025335333,0.014151043,-0.003669721,0,0.110935072,-0.008909976,0.014525153,-0.013888876,-0.016887858,-0.043209921,0.040540502,-0.011857678,-0.113212838,-0.143304132,0.087591283,0.017985633,-0.013933518,-0.032700367,0,0.004723018,0.010274034,0.016629785,0.009387209,-0.006419531,0.0142668,0.007463731,-0.008500914,0.008974533,-0.007790053,-0.052360868,0,0,0.022832394,-0.077797152,-0.051948004,0.018548568,0.037131072,0.009318472,0.013888852,0.016101114,-0.13103447,0.027922671,-0.052832013,-0.049847383,-0.059056858,-0.055326184,0.041355254,-0.050000043,-0.073547392,0.019358181,-0.029090881,-0.041237139,-0.036130474,0.011299498,0,-0.016497476,-0.006134964,-0.075721113,-0.003579921,-0.050279327,-0.005987992,-0.017505558,-0.00512068,0.056099192,-0.041414128,-0.033878499,-0.044585925,-0.068829457,0.124000017,0.023113771,-0.051219394,0.018905488,-0.021143666,-0.056304525,0.012809532,-0.04868918,0.02912423,-0.086555078,-0.053468796,0.009826175,0.055813898,0.021373115,-0.001547409,-0.008723189,0.008283574,-0.064906051,-0.07720489,0.022803743,-0.028455254,-0.016063505,0.000388925,0.004595068,-0.016232483,-0.012987079,-0.002401672,-0.021460189,0.040082215,0.01237905,-0.006986926,0.006926306,0.008183286,0.058122212,0.014372853,-0.044722276,-0.007057375,0.026976001,-0.029353487,-0.022916635,-0.075954858,0.00194628,0.024857063,0.019657543,0.038811143,0,0.011372818,0.035573185,-0.001375955,0.042528015,-0.044052855,0.023102288,-0.061978598,0.038834914
0.054130739,-0.000199577,-0.008134846,-0.008620681,0.038949303,0.018392336,-0.098127794,-0.04725898,-0.048408458,-0.005639058,-0.009195394,-0.026539276,-0.012190984,-0.028409064,0,0,-0.006660385,-0.064437983,-0.037209376,0.02394109,0.006956483,-0.062767488,0.0063122,-0.006607871,-0.021830949,-0.03067479,0.010322571,-0.061688254,0.000800018,0.101003745,0.106647194,-0.097315459,-0.028268531,-0.00217386,-0.017448184,-0.011627847,-0.009401563,-0.07853119,-0.00765681,-0.00306587,0.144383121,-0.012324155,0.026478259,0.007994416,-0.031785486,-0.012479356,0.060187434,0,0.024212963,0.017945662,0.038862544,0.005479447,0.012254883,-0.008261948,0.04326856,0.024592803,0.005282014,0.103174632,0.01776123,-0.044221064,0.05353319,-0.011709602,0.028409159,0.03397134,-0.003373767,0.029824576,0.015492227,-0.044943836,0.067383551,0.065296243,-0.005586623,-0.015810262,-0.036774174,-0.030864168,0.067620283,0.025149704,0.050980438,0.008032136,0.057906513,0.036397049,-0.015441689,0.027397285,0.067714563,0.036410153,0.015065835,-0.120996445,-0.047740792,-0.005141458,0.02910152,0.000981776,0.049369798,-0.100337236,-0.007874008,0.004018494,0.043166984,0.043417408,0.000748434,0.009911911,0.007609377,0.017047729,0.016639993,-0.008788672,-0.046929872,0.033740444,-0.038194423,-0.000190207,-0.008059497,0.004664685,-0.003239991,0.004685247,0.01273347,-0.009259263,0.015910602,-0.003557349,0.002037887,0.002638549,-0.008551746,-0.011363608,-0.018779325,0.008873634,0.041934728,-0.006515348,-0.026036947,0.047309782,0.022601226,0.033348946,0.021068887,-0.024254175,-0.012437799,-0.008414675,-0.02211058,0.006425696,-0.024536573,0.019634849,0.023796038,0.061443895,0.008064547,0.021601026,0
-0.058414609,0.000199617,-0.020308554,0.004347787,-0.044899767,-0.032775905,0.135289861,0.1031746,0.04529614,-0.00604912,-0.013921101,-0.005816094,0.017556095,-0.025341145,0,0,-0.018199194,-0.018643124,0,-0.037769791,0,-0.044139983,0.008363403,-0.017738447,-0.032397462,0.008860721,-0.054916965,-0.069204166,-0.004796197,0.143874737,-0.155775559,0.05204459,0.01818177,0.005446491,-0.014428425,0,0.010220798,0.041079201,-0.017097804,-0.023577683,-0.16021222,-0.004144613,0.039160657,-0.011494192,0.023507236,-0.011800118,-0.053047901,0,-0.005516136,-0.020925887,-0.056113118,-0.024523202,-0.025157399,-0.011107702,0.015189559,-0.010527424,0,0.083932829,0.000879859,-0.094111508,-0.090447188,-0.046445475,-0.039099025,-0.010180528,-0.036560657,-0.053662702,-0.008366145,-0.092810461,-0.087978535,-0.027241852,0.007150122,0,0.020763527,-0.011146524,-0.047503029,-0.006425269,-0.048507504,-0.001593703,-0.016842089,-0.013125251,-0.024780396,-0.076923077,-0.013590021,-0.052944092,-0.06215214,0,0.031781517,-0.089147232,-0.008350705,0,-0.047047092,-0.101218362,-0.00396825,-0.018774985,-0.060960869,-0.059955296,-0.003739716,-0.012540869,0.01825047,-0.032381024,-0.012275772,-0.009059391,-0.093026652,-0.062029254,0.073532148,-0.013505808,-0.011666692,-0.040046445,-0.004206404,-0.026763993,-0.025565809,-0.00168221,-0.013968201,-0.017651673,0.000312884,-0.045614008,-0.015376073,0.005747112,-0.024880405,-0.01830051,-0.053449718,0.019872791,-0.022947719,-0.046589889,-0.040867371,-0.043636322,-0.025365841,-0.014285698,-0.020780851,-0.025118798,0.036485151,-0.003990438,-0.007266583,-0.010472955,0.029883837,-0.056439883,0.021600037,-0.073383104,0.001869202
-0.03774715,-0.000199577,-0.023320686,-0.018758967,-0.030579648,-0.011064997,0.085119763,0.093525177,0.053333346,-0.022822422,-0.082352919,-0.01389398,0.001537413,-0.020000006,-0.004484237,0,0,-0.055936746,-0.028985481,-0.039252344,0,-0.036624234,-0.026578697,0.015801394,-0.047619004,-0.035131711,-0.026351374,-0.152416386,-0.032128484,-0.128269025,-0.075840522,-0.017667832,-0.031428536,-0.035752945,-0.106982013,0.011764645,-0.034869022,-0.042991763,-0.003746639,-0.062572169,-0.070945946,-0.030195744,0.034598102,-0.015465171,-0.098732882,-0.03455286,-0.051597107,0,0.010301131,0.031620608,-0.042049339,-0.05586587,0.038175972,0.001560038,0.045407206,0.035429321,-0.000338991,-0.159292042,0.034578764,-0.123621545,-0.070949748,-0.030318121,-0.034055747,-0.055633411,-0.059030164,-0.064356365,0.047146441,-0.167146951,-0.045655367,-0.047841291,0.020791068,-0.028112423,-0.043307077,-0.070853471,-0.089514101,0.034097584,-0.055882324,-0.012370286,-0.044967887,0.032710275,0.014795725,-0.038888931,-0.001148132,-0.01253919,-0.049455994,0.024291476,-0.013015152,-0.078014189,0.00229663,0.002942719,-0.062184857,-0.165797719,-0.083665354,0.067958715,-0.017841795,-0.023322215,0.012012058,0.021535029,0.076019748,0.003937021,-0.00573611,-0.017700834,-0.167425227,-0.036057269,0.00176992,-0.010412596,-0.004004996,-0.011487328,-0.037058371,-0.025208296,-0.04000004,-0.026399596,0.007726928,0.027458089,-0.010947676,-0.072794169,-0.003999171,-0.02857142,-0.012757524,0.019075111,-0.041169877,-0.038971118,-0.029055674,-0.052768491,-0.054347826,-0.064163513,0.026026012,-0.029275325,-0.017363373,0.03516714,0.000991594,0.010416677,-0.095720762,0.030727196,0.162278262,-0.04294487,0.074393091,-0.041610732,0.014925358
0.006682353,0.000199617,0.030612265,0.023529389,0.020244836,0.017482517,-0.006391558,-0.06578949,-0.015189859,0.017516494,0.076923002,0.015743889,0.006310744,0.022857106,0,0,-0.014634109,-0.01509215,0,0.05447475,-0.034110512,0.004958675,0.021688593,0.00888888,0.015624985,0.029908975,-0.007633564,0.153508837,0.009543549,0.07085713,0.005922221,0,0.036546069,0.023595472,0.128625473,-0.003875924,0.018906817,0.012307726,0.01253583,0.073132475,0.065454545,0.027164077,-0.0269767,0.033423934,0.02562976,0.011403536,0.015544101,-0.081871335,-0.037646993,0.00383137,0.009586304,0.026627193,-0.011244573,0.019003135,-0.002489072,-0.016646144,0.009664288,0.057894745,0.001982713,0.043046331,0.040288642,0.033828798,-0.005494544,0.037128711,0.024645252,0.019721011,0.006635042,0.166089883,0.018518501,0.019607825,-0.033780349,0,0.006172851,0.057192361,0.039325873,0.006253588,0.014537938,0.013333386,0.020179406,-0.003828705,0.004437442,0.011560738,0.019540239,-0.011640081,0.022372546,-0.051383291,0.01318678,0.023076904,0.023104887,0.030806724,0.017025138,0.106250048,0.03478268,-0.036790585,-0.001494999,0.022666397,0.038575644,-0.021621601,-0.047099351,0.003921582,-0.010416639,0.021188113,0.112846511,0.004083633,-0.024734961,-0.015783388,-0.010158705,0.009174356,0.017347916,0.008762553,0.020385366,0.019230778,0.045793343,0.003340565,0.012017659,0.07811266,0.016252401,0.025042044,0.026093419,0.002836156,0.013843266,-0.008718572,0.067331608,0.007257765,0.05057473,0.032503777,0.00331698,0.030158217,0.011780125,-0.011436265,-0.031698924,-0.005551126,0.087795759,-0.006293492,-0.11326856,0,-0.045918375,0.037815124,-0.022058802
-0.051628728,0,0.01188115,-0.004310375,-0.081679763,-0.027491448,0.110526278,0.167253577,0.068765984,0.019892921,-0.097619016,0.021229866,0,0.014365577,-0.027927965,-0.06691625,-0.059405976,-0.009648131,0,-0.077490788,0,-0.064144703,-0.017247913,-0.060572709,-0.065384645,-0.056818217,-0.054545435,-0.060836532,0.007398287,-0.039754479,-0.156434025,0.007194205,0.001785687,-0.058177787,-0.039106082,-0.021789943,-0.016718718,-0.079027449,0.012115273,-0.087768692,-0.068259386,-0.068669833,-0.017759032,-0.055428564,-0.030272671,0.010407605,-0.0285714,-0.105095589,-0.058679717,-0.069126372,-0.060469814,-0.132564852,-0.059983574,-0.052277564,-0.076481657,-0.071055336,-0.017632229,-0.054726376,-0.075618353,-0.125079382,-0.098265834,-0.091224599,-0.038213626,-0.072076381,-0.095481078,-0.052830226,-0.064030161,-0.133531105,-0.088636371,-0.026442226,0.01799478,0.041322273,0.010906601,-0.037704922,-0.094594632,-0.068361635,-0.069600847,-0.001993584,-0.021978105,-0.073724687,-0.075733656,-0.057714299,-0.064261522,0.070663729,-0.056488462,-0.004166695,0.01952281,-0.090225564,-0.057484168,0.022770449,-0.002202694,-0.10847463,-0.092436982,-0.063776346,-0.044518318,-0.062771574,-0.040428598,-0.030386803,0.018083137,0.005859357,-0.02655869,0.012604257,-0.110526299,-0.05075651,-0.072463753,-0.002177719,-0.091297889,-0.02565658,-0.01764015,-0.036864461,-0.045005541,-0.042452849,-0.082281009,-0.051508053,-0.030495931,-0.078337662,0.007714037,-0.062961132,-0.055461392,-0.044117687,-0.056468383,0.002045437,-0.065420557,-0.032911403,-0.063457363,-0.07722576,-0.06894199,-0.045217426,-0.05498062,-0.053759781,0.007672712,-0.004784723,-0.069833964,-0.056999969,0.049009412,-0.038461517,0.014514865,-0.071524932,-0.060150406
0.029163966,0.000199653,0,0.024531036,0.028643201,0.01201414,-0.094260086,-0.092006052,-0.058328284,-0.006001472,0.060686021,-0.007526849,-0.042372881,-0.01062156,0,0.031093226,0.036315817,-0.029226373,0,0.023999977,-0.014751818,0.007029816,0.055352032,0.021102029,0.030452745,0.032128548,0.02958577,0.060728686,0.01672786,0.069741545,0.081754803,-0.075000017,-0.004634551,0.02447549,0.091860457,0.015115454,-0.004110636,-0.009900922,0.005417237,0.057087263,0.054945055,0.019375881,0.008714956,0.038838451,0.043292514,0.006008557,0.006827687,0,-0.019047664,0.032194424,0.039893619,0.066445199,0.011763495,0.007096752,-0.010807828,0.01462312,0.025982914,0.165789443,0.00764526,0.027576207,0.00128202,0.033278811,0.010052704,0.059670773,0.035455321,0.03585654,0.04325959,0.061643775,0.005818841,0.030864196,-0.030302955,0.021825423,0.062036418,0.064735966,0.004477643,0.012735051,0.012101172,-0.001198601,0.042696644,0.031686162,0.006145387,0.006670747,0.072289086,-0.00499997,0.008630049,0,-0.004255335,0.023140493,0.045742601,-0.014378481,-0.024282528,0.030418283,0.0555555,0.003510624,0.029670811,0.00103042,0.059997006,-0.004558401,-0.026050838,0.003689359,0.023124238,0.00229795,0.024457578,0.035989757,-0.017187534,0.024206311,0.045176452,0.022185357,0.014565007,0.016498034,0.011724124,-0.005911288,0.042387992,0.00578153,0.002263593,0.049680801,0.000186696,0.036570429,-0.002564063,0.001183488,0.027471153,0.030822568,0.016250116,-0.002215036,0,0.037313371,0.02281981,0.004857236,0.000684478,0.013304597,-0.027918839,-0.013621725,0.047384644,0.010250936,-0.06809149,0.013333326,-0.027108408,0.011627896,-0.025
0.061586893,-0.000199613,0.000587183,0.008450696,0.043966857,0.004189974,-0.136627923,-0.149501677,-0.034482756,-0.005283039,0.089552272,0.003972507,0.016283153,0.009145058,0,0,0.030980127,0.062573757,0,0.025390648,0.027223077,0.047120395,0.031615488,0.045924181,0.03913736,0.055771764,0.015804616,0.087786271,0,0.090389598,0.128110538,0.077220119,0.005730653,0.035267477,0.037273633,0.018025033,0.0217636,0.073333338,-0.001998813,0.051948002,0.046145863,0.00655429,0.038039933,-0.023177197,0.062103058,-0.007167204,0.040688611,0,0.053839313,0.025746652,0.025575449,0.043613665,0.033887981,0.030749552,0.003687471,0.018071008,0.011996022,0.08352153,0.026403609,0.076977413,0.096030791,0.046462468,0.04265401,0.055825223,0.0249027,0.021634653,0.015911279,0.014516154,0.073553666,0.058682605,-0.000520845,0,0.026666672,0.009599991,0.069836521,0.022155624,0.051086987,-0.002400002,0.04525863,0.02449726,0.045469976,0.039759026,0.050561886,-0.005025191,0.066310042,0.025104578,0.00042736,0.058158336,0.041469392,0.015058796,0.037330264,0.087330877,0.021929804,0.0443461,0.050202689,0.058157444,0.028651699,0.023468796,-0.0121581,0.002901906,0.030081259,-0.000382126,0.083942984,0.050454908,0.022853765,0.017822551,0.035569622,0.000811379,-0.000589943,0.027916035,0.045217087,0.056491584,0.021928858,0.041675303,0.043071494,0.073750257,0.001493365,0.021100619,0.060411269,0.04092779,0.055144467,0,0.038130314,0.047628669,0.054205601,0.03648515,0.038954474,0.042296193,0.034199727,0.039389659,0.040208902,0.00812343,0.054054057,0.058782376,-0.044266662,0.05263163,-0.011609878,0.063218399,0.044102596
0.020287093,0,0.006845206,0.040502789,0.057089343,0.01947147,-0.059259265,-0.013671816,-0.047619066,0.001138051,0.015981665,-0.002517975,0.022640249,0.024428759,0,0,0.041871941,0.049999979,0.034825838,0.026666641,-0.000441694,0.035000064,0.043755489,0.028540092,0.062259758,0.05036853,0.063649194,0.080701764,-0.005617953,0.027870462,0.045751669,0.068100414,0.013888867,0.034065843,0.01540047,0.00692837,0.05233203,0.031055924,-0.005747092,0.011522662,-0.003451852,0.084930184,0.008322959,0.06975073,0.06259135,0.026985213,0.028571412,0,0.046901185,0.024239851,0.050872842,0.068656724,0.026133144,0.039154702,0.028711398,0.024610633,0.036549182,0.018749932,0.039325897,0.078032822,0.022780337,0.058526734,0.053636378,0.036321881,0.073652259,0.057411732,0.007593728,-0.030206687,0.046959247,0.03619906,0.018238686,0.003883491,-0.013605459,-0.009508707,0.047222245,0.049209149,0.043433306,0.008019177,0.047422685,0.027123491,0.042194131,0.068945569,0.044919793,0.035353613,0.048144475,0.048979546,0.006834679,0.061068653,0.029090881,0.000463667,0.036205014,0.057692332,0.068669567,0.027093596,0.02550908,0.05690662,0.017203744,0.025727126,0.010461543,0.001157404,0.033938456,0.003058101,0.069627062,0.026929119,0.074995173,-0.004377581,-0.007826151,0.03222539,0.020464392,0.036421053,0.033043414,0.013133185,0.057708339,0.026606199,0.04082894,0.00832001,0.005219019,0.047611104,0.042424242,0.03122795,0.029411724,0.009900979,0.035781999,0.050857239,0.035461045,0.051313825,0.027962518,0.079710056,0.061507894,0.031068618,0.055722922,0.01772766,0.024526121,0.029081267,0.037388397,0.046874991,0.01174625,0.059459467,0.051080499
-0.034883721,0.000199653,0,-0.0255033,-0.027888493,-0.016371062,0.113099491,-0.089108964,0.05555557,0.017809826,0.035955131,-0.000721257,-0.024182595,-0.007307699,0,0,0.02222228,0.004761913,0.004807688,0.04823752,0.011047306,-0.008051577,0.006449441,0.009605139,-0.019536867,0.010526333,-0.035904253,0.012987001,0,-0.02317497,-0.107031239,0.013422744,0,0.004250796,0.045500484,-0.020642167,-0.009771442,0.053011934,0.002014393,0.038750993,0.04992503,0.007459481,0.011087859,0.017721743,-0.030765372,0.009623444,-0.03898641,0.09964412,0.032800029,0.013163349,-0.044138601,-0.027932935,0.011055161,0.013756068,0.012433895,0.019130653,-0.010641648,-0.008179951,0.019061114,-0.064476909,-0.063392381,-0.027645373,-0.040983639,-0.039485415,-0.031117434,-0.041388448,0.010362752,-0.044262293,-0.042647052,-0.032751113,0.006652976,-0.007736936,0.008150477,-0.015999985,-0.051724121,0.020100537,-0.041625378,0.002386714,-0.055118059,0.016330761,0.013391476,-0.033062362,-0.004094259,-0.008780491,-0.045454499,0.035019517,-0.005091172,-0.041726601,-0.000353298,-0.00463399,-0.034940011,-0.084491971,-0.036144544,0.009472451,-0.049749186,-0.07409106,0.012348969,-0.008178823,-0.029841642,-0.002312132,-0.018320599,-0.005716449,-0.089837298,-0.046465248,0.019338505,-0.003058654,0.036371629,0.001767155,0.006556129,-0.002640656,-0.009680093,-0.002407454,0.009651298,0.005951259,0.001485861,0.043363786,-0.005933656,-0.011993003,0.020465141,0.011699841,-0.032967014,0.008431372,0.018073667,-0.046746125,0.016909184,-0.036312212,0.013880137,-0.005369143,0.015576325,0.011258283,-0.019971472,-0.003958843,0.040261247,0.004817005,-0.06508881,-0.059701457,-0.028637762,-0.03698979,0.012149543
0.043012044,0,0.000777033,-0.023415988,-0.015482616,0,-0.115755638,-0.008695644,-0.063157898,0.005212232,-0.030368837,0.014074389,-0.013961593,0.022859338,0,0.051556488,-0.056891832,0.00105321,-0.009569369,-0.008849591,-0.003496484,0,-0.030354119,-0.020084522,0.005904053,-0.017361177,0.042068942,-0.048076879,0.011299385,-0.06192172,0.137357799,-0.02649,0,-0.007407329,-0.030947745,0.007806385,-0.033832567,0.003432625,0.008216019,-0.014785025,-0.004536203,-0.010638276,-0.005726833,-0.020917691,-0.012903226,-0.001160376,0.031947317,0,-0.044151775,-0.019073908,0.038232397,0.020114923,-0.012120202,-0.020944037,0.001437165,-0.004484308,-0.030020914,-0.051546393,-0.023869334,-0.018205444,0.0384147,0.02352939,0.016644213,0,-0.013868583,0.038068693,-0.019114211,-0.087478518,0.015360968,-0.024830623,0.005592303,0.007797263,-0.005597024,-0.014634171,0.055944069,-0.00273679,0.031023804,0,0.006249944,-0.015384641,-0.019360819,0.000560551,-0.033915718,0.011318792,0.032080128,-0.02255646,0.013219593,-0.001501486,-0.010251004,0.003258823,0.023773178,0.008177534,0.029166638,-0.019788614,0.054553445,0.057157036,-0.026252927,-0.010445328,-0.00816071,0.00463498,-0.029237955,0.005174405,0.021711396,0.05982633,-0.00017736,0.011505197,-0.001057053,0.004508012,0.002107304,0.002036724,0.024436824,0,-0.029262575,-0.014885552,-0.021810107,-0.007908484,0.007461253,-0.034179842,-0.027803126,-0.020136023,0.022727289,-0.004472042,-0.017078593,0.030769201,-0.004841077,0.044776165,-0.016732372,0,-0.032515264,-0.021611059,-0.030567737,-0.003179647,-0.018828483,-0.031000358,-0.01668579,0.047619036,-0.007968158,0.015894024,-0.016620526
-0.022178563,-0.000199613,-0.001746893,0.007052146,0.043015651,0.031206644,0.010909063,-0.04605264,0.021067429,0.002962913,0.004474269,0.00071176,0.007079673,0.007196976,0,0,0.049534098,-0.00578646,0.004830914,0.048214283,0.010526341,0.061688333,0.000869552,0.023732395,0.003668393,0,0.003309079,0.040404001,-0.014365472,-0.01770361,-0.021538441,0.013605449,-0.016508582,0.015991389,0.012973967,0.009295146,0.001459019,0.018814085,-0.003381009,0.037070122,0.029508332,0.019354851,-0.010049016,0.012304254,0.002222198,0.02522613,-0.007370989,0,0.021069657,0.02268565,0.003347666,0.016901393,0.018631495,0.026212798,0.022700559,0.032474319,-0.003475655,-0.002173859,0.019019045,0.05165561,0.070463817,0.015325748,0,-0.002771338,0.064396733,-0.005366764,0.022338369,0.020676626,0.07413007,0.015046309,-0.008088971,0,0.003127026,-0.009900981,0.006622479,0.007135075,0.003009,-0.000793652,-0.016563132,0.016666717,0.015669069,0.041456569,0.024468139,-0.009241291,0.032074704,0.019230814,-0.00841754,0.046616562,0.008928571,-0.002035899,-0.010651896,0.025492499,0.032388632,0.025229034,0.001043034,-0.001880626,0.022194951,0.012222184,-0.002531643,-0.000384491,0.005927616,0.005719719,0.0296428,-0.014871067,0.030879061,0.004739342,0.010581958,-0.000195108,0.005543812,0.002845493,-0.010993521,-0.002817451,0.006631885,0.020777336,-0.002730173,0.01221169,-0.00018507,-0.012402876,0.007969999,0.013468417,-0.008444535,0.010742115,0.002514783,-0.013432787,0.031725889,-0.000468395,0.0170655,-0.02155965,0,0.010709559,-0.010009953,0.008771903,0.025586329,0.025725617,-0.013458136,-0.015151561,-0.012048162,0,0.003755865
0.040637859,0.00021337,0.010120603,0.015406182,0.02217295,-0.008069932,-0.064748176,0.066666659,-0.040577727,0.00233366,-0.042316167,0.001778067,0.013708238,-0.004166941,0,0.026827007,-0.021027984,-0.002645462,0,-0.017035759,0.003032531,-0.014012333,-0.001737593,-0.021074796,0.029239737,-0.002355654,0.031662302,0.012945049,0.01174085,-0.015705474,0.065251565,0.005147803,0.021428585,0.002917846,-0.008866917,0.00624178,0.005645627,-0.018665154,0.009916488,-0.020891235,-0.032934084,-0.02906909,-0.014236216,0.000693955,0.010173455,-0.008417653,0.040594043,0.0938512,-0.006491789,-0.015844606,0.028598684,0.024930791,-0.018391145,-0.017616038,-0.007909207,0.001724897,0.021591086,-0.030501163,-0.011086176,0.04471033,-0.01590779,0.016981071,0.026991092,0.037517344,0,0.047212282,-0.008833126,-0.060773468,-0.02253519,0.027365993,0.00917423,-0.017408153,-0.017456401,0,0.013157882,-0.017983646,0.040999985,0.004002732,0.044210534,-0.010929016,-0.02499227,-0.003227513,0.001038445,0.00788565,0.006234972,-0.00035741,0.013157953,0.02861513,-0.008849558,0.014465677,0.044358343,0.081355851,-0.003921565,-0.027492152,0.009585311,0.031559119,-0.026908174,-0.014818801,0.007614205,0.005983952,0.010687653,-0.001895706,0.051974373,0.018792379,-0.032258075,-0.003462509,0.007315251,0.009353946,0.001404179,0.002332315,0.010998448,0.006348024,-0.004717936,-0.020761908,0.008669197,-0.020609912,0.00866508,0.011136161,-0.003023281,-0.011659752,0.036655068,0.001030482,-0.011351728,0.034906373,-0.015990135,0.030224951,-0.01977376,-0.00445682,0.008243447,-0.004635804,0.014155651,-0.003952509,-0.020270239,-0.011575582,0.024911036,0.024068158,0.012195091,0.028683154,-0.011225434
-0.015211674,0.000199763,0.000963376,0.002758618,-0.003036863,-0.000677982,0.024615361,0.04094829,0.019354872,0.000743235,-0.02790706,-0.001774911,-0.014216361,-0.004550657,0,0,-0.013365187,-0.037665834,-0.028846127,-0.005199343,-0.009982701,-0.012558858,-0.019495194,-0.008611402,0,-0.00590321,-0.008951428,0.00638977,-0.000400169,0.027988483,-0.04428047,-0.043624199,-0.012237775,-0.020986339,-0.014910593,-0.004611869,-0.001629847,-0.050720522,-8.62E-05,-0.013702668,-0.019812446,-0.016923971,-0.014316205,-0.037439048,-0.01988371,0.001714138,-0.005708889,0,-0.040322582,-0.002519954,-0.011121398,-0.0054054,-0.011803003,-0.016736329,0.001543047,-0.009824787,-0.00812876,0.040449508,-0.016602783,-0.018685923,-0.01895207,-0.004174405,-0.003015928,-0.004464303,0.000695426,-0.007728652,-0.015009367,0.039215743,-0.01657064,0.004439507,0.0080808,-0.015748017,-0.003807133,-0.019999981,-0.01428567,-0.009988918,-0.015369823,0.000396049,0,-0.005870102,-0.009177244,-0.001079356,-0.035269724,0.002444951,0,0,-0.010892343,-0.021126774,-0.015357154,-0.011039548,-0.0059794,-0.047021925,0.007874008,-0.005833724,-0.009287941,-0.034703207,-0.011088366,-0.001114231,0.007556668,-0.005967303,-0.005062485,-0.005318188,-0.017178098,-0.01149081,-0.023297478,0.008564917,0.002091581,-0.008576971,-0.002666655,-0.003061256,-0.004607355,0,-0.005443481,-0.007002541,-0.00708687,-0.015568859,-0.004616805,0.007807266,-0.029624457,-0.010322297,-0.011184174,-0.001549748,-0.018462279,0.000369626,-0.033958356,0.004775963,-0.01178357,-0.048125382,-0.022641489,-0.014637347,-0.003489517,0.006349201,-0.019628691,-0.008132726,0.019675934,0.00307692,0.007228928,-0.002534852,-0.025543946
