Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2020-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03,-0.000156651664135,0.002265773813065,0.002098260553546,0.004295015444722,0.006575504956523,0.004029898004803,0.001769504677389,0.002904038194373,0.006451195377979,0.003962300099237,0.007308892974142,0.004486483845557,0.006007254322322,0.004799822072693,0.004914680918978,0.006997074735931,0.00462774709244,0.002354505454493,0.005029704919068,0.006862890257163,0.002080015726613,0.006231334213021,0.005862526144005,0.00396983703001,0.005081993910161,0.003360159690056,0.00681774946951,0.003780477441546,0.004816844332049,0.001327259244727,0.005047817521099,0.003383425864377,0.001948690415179,0.004422373527259,0.006880795154709,0.003748093253472,0.001853328206597,0.003174774247232,0.004107829654727,0.002137664135379,0.004647290881704,0.002674209834584,0.004379659976617,0.004566459469233,0.003321486560233,0.002047574967962,0.004475177372324,0.005793804309327,0.006414080680085,0.006022321625528
2020-01-06,0.000991614170582,0.002473812527173,0.000293892598766,0.006285232051315,0.010122028136219,0.006528591024021,0.002942037891797,0.002637986830146,0.003197197137871,0.002046885389075,0.003024767040514,0.003695751494829,0.00779941926351,0.012045593461412,0.006344527126766,0.004618956319685,0.001095415120546,0.003048106144601,0.000561028443985,0.002712254733209,-0.000223755968898,0.007828480385531,0.005927332933166,-0.000404496830203,0.006519009032314,0.004338885286003,0.0064381559941,0.004809605953321,0.005488944494617,0.004384123097725,0.000651672425411,0.005710591188492,0.001267142827842,0.006147614187854,0.01068792589266,0.001308412948038,0.00224126502325,0.005482610341436,0.003906951994909,0.002886188414259,0.009371709219636,0.000909491289725,0.002841664216533,0.007832913679782,0.006875568858141,0.004390755401719,0.005968437695452,0.006832737689211,0.00430889620564,0.010130689968795
2020-01-07,0.006285088652164,0.015983817999491,0.005510929674084,0.009451038728857,0.016522310784172,0.010461164730676,0.009036716494827,0.011066422182052,0.008474498383843,0.00829603971609,0.008833371354217,0.005803684275915,0.011703664485534,0.019217554164501,0.01719957068668,0.008555728908052,0.00597555641551,0.01331972153322,0.010731615323403,0.011185317216212,0.00953749698751,0.01422853301375,0.014146424585399,-0.003916598951582,0.008213772189512,0.010228737202069,0.014786914247811,0.010401496687997,0.010132736171546,0.007591772749752,0.012239124295192,0.013572313786402,0.006680858100238,0.005106248457268,0.013267622473364,0.007360260164342,0.006688945616885,0.008387202328266,0.009609279799122,0.004003378492908,0.010844976116137,0.008325601767095,0.014143710322487,0.009885893036088,0.016368814888468,0.010551486178027,0.008570363666671,0.008979433145937,0.012774976862718,0.01004384141555
2020-01-08,0.003225555041451,0.011873724217451,0.001917370355435,0.00954888695916,0.015804705212836,0.012727296896643,0.008085858100628,0.009948552204104,0.007025054625046,0.004278911225746,0.01027152040118,0.008968452195505,0.0175284748012,0.020168347022908,0.01764422892579,0.009111403128198,0.004624588820119,0.014445512577842,0.007431033211317,0.010959160168821,0.003507033002402,0.015161913114385,0.016697008598672,-0.001203854461153,0.011637622970283,0.011158336303177,0.015235514957046,0.009331249788013,0.012755778827639,0.007609867250619,0.010812389679243,0.013345763578782,0.005302248831422,0.010328029487676,0.013058560151685,0.00705088728871,0.008846446471602,0.00806549823935,0.008387475114945,0.004109801734008,0.014303559483635,0.006874866455927,0.011655707730934,0.011593421748584,0.01257854595919,0.009592012560395,0.009610106294733,0.010986283209351,0.011693752576584,0.010573444267154
2020-01-09,0.009611594805611,0.022435038464912,0.011524657051173,0.011970532209873,0.022681505578751,0.018057260791718,0.017457504894534,0.015639223515944,0.011475068014989,0.015854230775943,0.014945852748159,0.008985235567937,0.013550690415264,0.021026432202133,0.022696100180921,0.015626383916712,0.012699101079486,0.019468590195104,0.014488110518749,0.018816566297133,0.01220368769139,0.014888832291278,0.018446053496552,-0.00443181576881,0.015094503571456,0.018991405535487,0.021123664159278,0.014204257870965,0.015808225264915,0.008143134781474,0.02060428783163,0.020112917927979,0.011819527929155,0.00658815767304,0.013054587131572,0.013205332053121,0.017002811439801,0.01169482544576,0.012028929167783,0.006398242661837,0.011116013473051,0.013990879548004,0.021698865216266,0.010602059857879,0.020756291350648,0.013115879890077,0.013342619788289,0.012045818180094,0.019072653114736,0.009196770668416
2020-01-10,0.013158757166132,0.029665945991494,0.014939209815436,0.012042921960113,0.027681430157428,0.019762703195987,0.022054450143407,0.020757940495782,0.01462698605971,0.019221874086588,0.016312987604044,0.010431455350234,0.01432143621918,0.025272796157465,0.029239022835693,0.018141556394953,0.01580916955986,0.025002822962787,0.018646047167216,0.025223340744623,0.018128297157905,0.020735243027668,0.022619229328421,-0.007902962996085,0.018235394708308,0.022608378974498,0.026013536102848,0.015824577382289,0.018963459247941,0.010342848594796,0.026477914787399,0.022523111284071,0.014258286352435,0.004471158354894,0.015989555452803,0.018169434397948,0.022068592023714,0.012989054052361,0.014770683238187,0.00631001673874,0.010161330934286,0.016787675583848,0.028146985716092,0.01114257381329,0.026309071733103,0.015050413804453,0.013668251953318,0.013286490732202,0.023828112934598,0.008255260440082
2020-01-13,0.012084785355881,0.024862595868398,0.011651593396983,0.013081973832639,0.022429306430161,0.017131819757285,0.019918862458818,0.018141544179511,0.014929057968669,0.015226236410885,0.014588630234807,0.009037882121306,0.009824020742465,0.023258829622149,0.024201891488916,0.016367876457838,0.015584614670191,0.020278288420864,0.015737765701917,0.020170122114068,0.017336919447244,0.016205923574024,0.018222490083773,-0.005962211484861,0.017966275384829,0.014982510884659,0.019131864455732,0.011661351887683,0.013381946452513,0.009986056856881,0.024844008579059,0.018100521571975,0.010922646520673,0.006149106651968,0.0119254442766,0.014735099423417,0.014698780664097,0.006520220771644,0.011954275844371,0.004840746738559,0.005002981534571,0.015022625865755,0.023295824600251,0.011750373986953,0.022465467566143,0.011861533595356,0.013171670915833,0.012047246301432,0.016904608669751,0.005899909664903
2020-01-14,0.016656463955982,0.032863607166431,0.015349560332215,0.014750733868595,0.028006782505404,0.022477753952374,0.027403907027938,0.0239111062998,0.017163767668764,0.019489883969753,0.018687989730909,0.011678605494565,0.010786067828743,0.02500673220907,0.035249329399731,0.02218390708585,0.017699314658613,0.027878676149415,0.021401189713472,0.026885280780555,0.021734121424426,0.019740363001134,0.024818091414356,-0.008237497499187,0.022077622012243,0.020210025697375,0.0243187502207,0.016797335111339,0.016863168329615,0.013128505116522,0.034451388495328,0.024977027352778,0.013611028185164,0.007545763735346,0.014168384083612,0.018893811077109,0.016020881234902,0.009216695497399,0.01604845798365,0.006640350683132,0.007020131814482,0.017915531416062,0.029367010137178,0.01453613384634,0.027858365151228,0.014894181464587,0.017785103112346,0.013595875413482,0.022682340354173,0.007001752012729
2020-01-15,0.016847436217568,0.03329607465922,0.015044683872104,0.017541308732465,0.030393080361267,0.022449478598148,0.027324068279103,0.025777200213771,0.01520832387789,0.020211100919094,0.017646790881791,0.014484153742694,0.018660431501793,0.029348866686268,0.038870045736138,0.023151904711493,0.016410836051396,0.027266063039336,0.020797619751219,0.025118270495223,0.023461462422187,0.019586404595411,0.025725379575541,-0.010178993296252,0.023274644543426,0.019514591236046,0.02346242663125,0.018758759547047,0.018092842093077,0.014558687377112,0.032470893013431,0.02521737335018,0.016067021596345,0.009608990909702,0.01373059776174,0.01802458420803,0.017911626799608,0.011651000073707,0.014450826563531,0.006577223691464,0.01060385390533,0.021476601756083,0.029870067486495,0.015906605324176,0.029648705452927,0.016564225044529,0.017498755554461,0.015385607020089,0.019805571628346,0.008957072469871
